indices,name,text,target
44,epilogue-young-forever,   the curtain falls and i’m out of breath i get mixed feelings as i breathe out did i make any mistakes today how did the audience seem i’m happy with who i’ve become that i can make someone scream with joy still excited from the performance   i stand on the empty stage while holding onto an aftertaste that will not linger for long while standing on this empty stage i become afraid of this unpleasant emptiness within my suffocating feelings on top of my life’s line without a reason i forcibly act that i am fine this isn’t the first time i better get used to it i try to hide it but i can’t when the heat of the show cools down i leave the empty seats behind   trying to comfort myself i tell myself the world can’t be perfect i start to let myself go the thundering applause i can’t own it forever i tell myself so shameless raise your voice higher even if the attention isn’t forever i’ll keep singing as today’s me i want eternity forever i want to be young   forever we are young   under the flower petals raining down i run so lost in this maze   forever we are young   even when i fall and hurt myself i endlessly run toward my dream   forever ever ever ever    forever ever ever ever we are young   forever ever ever ever    forever ever ever ever we are young   forever we are young   under the flower petals raining down i run so lost in this maze   forever we are young   even when i fall and hurt myself i keep running toward my dream   forever we are young under the flower petals raining down i run so lost in this maze  forever we are young even when i fall and hurt myself i keep running toward my dream  ,1
45,converse-high,   your converse high your converse high your converse high converse high   i’m so into your converse highs i can’t help it i’m so into your converse highs i like it so much   if i had only one day i will go see the person who created converse highs then i’ll tell that person you saved the world you made that girl born again f your chanel f your alexander mcqueen f your raf simons just come here and check it you can buy two pairs with just 100 dollars you know what i want white tshirt jeans and red converse highs that’s it   alright red orange yellow green blue violet indigo the rainbow on your feet is shot like rambo it aims at me bang bang shout out wow wow together with your body makes me go hukhuk big taxi big cycle big subway no thanks i wanna ride the big bus rather than the stars in the sky i wanna see the stars on your shoes haha without namjoon knowing   you pass by and become connected you enter in and become love someone said that before but i am just colored by you i like you but still don’t wear converse lows   i’m so into your converse highs i can’t help it i’m so into your converse highs i like it so much   your converse highs i really really want yo converse high i really really like yo converse high i really really need yo converse high converse high   converse converse i really hate a converse when you look all flashy with your black stockings and your high heels that’s just a lie but you look better with jordan numbers ha don’t you know converse kill your charms anyway when you meet me don’t wear converses it’s too hard to take them off of you   you pass by and become connected you enter in and become love someone said that before but i am just colored by you i like you but still don’t wear converse lows   i’m so into your converse highs i can’t help it i’m so into your converse highs i like it so much   your converse highs i really really want yo converse high i really really like yo converse high i really really need yo converse high converse high   your converse highs i really really want yo converse high i really really like yo converse high i really really need yo converse high converse high  converse high  ,1
46,butterfly,   don’t think of anything don’t say anything not even a word just give me a smile   i still can’t believe it all of this seems like a dream don’t try to disappear   is it true is it true you you you’re so beautiful that i’m scared   untrue untrue you you you   will you stay by my side will you promise me if i let go of your hand you’ll fly away and break i’m scared scared scared of that   will you stop time if this moment passes as though it hadn’t happened i’m scared scared scared i’ll lose you   butterfly like a butterfly just like a butterfly bu butterfly   butterfly like a butterfly just like a butterfly bu butterfly   you’re just like a butterfly from afar i steal glances if we touch hands will i lose you you shine in this pitch darkness that is the butterfly effect your light touches i forget the reality at once   it’s like a wind that gently strokes me it’s like a dust that gently drifts along you’re there but for some reason i can’t reach you stop you who’s like a dream is a butterfly high to me   untrue untrue you you you   will you stay by my side will you promise me if i let go of your hand you’ll fly away and break i’m scared scared scared of that   will you stop time if this moment passes as though it hadn’t happened i’m scared scared scared i’ll lose you   the small pieces guttered down darkly from my heart a barren noise i don’t know if this is reality or a dream my kafka on the seaside don’t go to those woods over there my heart is still shattering on you  my love that is forever it’s all free for you baby   will you stay by my side will you promise me if i let go of your hand you’ll fly away and break i’m scared scared scared of that   will you stop time if this moment passes as though it hadn’t happened i’m scared scared scared i’ll lose you   butterfly like a butterfly just like a butterfly bu butterfly   butterfly like a butterfly just like a butterfly bu butterfly  ,1
47,i-need-u-urban-mix,   fall fall fall scattering apart fall fall fall falling   because of you i’m becoming ruined i wanna stop i don’t want you anymore i can’t do it this sucks please don’t give me any excuses   you can’t do this to me all of the things you said are like a mask it hides the truth and rips me apart it pierces me i’m going crazy i hate this take it all away i hate you   but you’re my everything you’re my everything you’re my everything you’re my please go away huh  i’m sorry i hate u i love you i hate u forgive me   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl   it goes round  round why do i keep coming back i go down  down at this point i’m just a fool whatever i do i can’t help it it’s definitely my heart my feelings but why don’t they listen to me i’m just talking to myself again talking to myself again i’m just talking to myself again talking to myself again you’re not saying anything please i’ll treat you well but the sky is blue the sky is blue   the sky is blue and the sun is shining so my tears are even more noticeable why is it you why did it have to be you why can’t i leave you   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl   girl just tell me you wanna break up girl just tell me it wasn’t love i have no courage to say that give me my last gift so i can’t ever go back to you   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl  ,1
48,i-need-u-remix,   fall fall fall scattering apart fall fall fall falling   because of you i’m becoming ruined i wanna stop i don’t want you anymore i can’t do it this sucks please don’t give me any excuses   you can’t do this to me all of the things you said are like a mask it hides the truth and rips me apart it pierces me i’m going crazy i hate this take it all away i hate you   but you’re my everything you’re my everything you’re my everything you’re my please go away huh  i’m sorry i hate u i love you i hate u forgive me   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl   it goes round  round why do i keep coming back i go down  down at this point i’m just a fool whatever i do i can’t help it it’s definitely my heart my feelings but why don’t they listen to me i’m just talking to myself again talking to myself again i’m just talking to myself again talking to myself again you’re not saying anything please i’ll treat you well but the sky is blue the sky is blue   the sky is blue and the sun is shining so my tears are even more noticeable why is it you why did it have to be you why can’t i leave you   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl   girl just tell me you wanna break up girl just tell me it wasn’t love i have no courage to say that give me my last gift so i can’t ever go back to you   i need you girl why am i in love alone why am i hurting alone i need you girl why do i keep needing you when i know i’ll get hurt  i need you girl you’re beautiful i need you girl you’re so cold i need you girl i need you girl i need you girl i need you girl  ,1
49,run-ballad-mix,  you are my only sun one and only in the world i bloomed for you but i’m still getting thirsty it’s too late too late i can’t live without you though my branch runs dry i reach for you with all my strength  no matter how far i reach for you it is just an empty dream dream dream no matter how crazy i run i remain on the same place place place just burn me yes push me out this is crazyfool’s love running  let me run more please let me run more even though my feet are full of scars i smile whenever i see you  let’s run run run again i can’t stop running let’s run run run again i can’t help running only thing i can do is run only thing i can do is love you  let’s run run run again it’s ok to fall down let’s run run run again it’s ok to be injured i am happy enough even though i can’t get you curse me this foolish destiny   don’t tell me bye bye  you make me cry cry  love is a lie lie don’t tell me don’t tell me don’t tell me bye bye  everybody say it is over but i can’t stop this i can’t tell whether it is sweat or tears my barelove and tough typhoon and wind can only make me run more with my heart  let me run more please let me run more even though my feet are full of scars i smile whenever i see you  let’s run run run again i can’t stop running let’s run run run again i can’t help running only thing i can do is run only thing i can do is love you  let’s run run run again it’s ok to fall down let’s run run run again it’s ok to be injured i am happy enough even though i can’t get you curse me this foolish destiny  memories are crumbling like dried flower leaves on my fingertips and under my feet and behind my back like chasing butterfly or wondering in dreams i follow your traces please guide me please stop me please let me breathe  let’s run run run again i can’t stop running let’s run run run again i can’t help running only thing i can do is run only thing i can do is love you  let’s run run run again it’s ok to fall down let’s run run run again it’s ok to be injured i am happy enough even though i can’t get you curse me this foolish destiny   don’t tell me bye bye  you make me cry cry  love is a lie lie don’t tell me don’t tell me don’t tell me bye bye  ,1
50,hold-me-tight,   i empty my drink but it gets filled with loneliness i should’ve just given in why did i argue all the time even the trash bag thrown away on the street makes a lonely sound in the wind all i did was color you in my white blank paper but then i realized it already became a finished picture you and i are like cell phones when we’re apart you know we’ll be broken only your scent completes me hurry and hug me   i can only see you i can only see you alone look i’m fair with everyone else but you now i can’t live a day without you please   hold me tight hug me can you trust me can you trust me can you trust me pull me in tight hold me tight hug me can you trust me can you trust me please please please pull me in and hug me   you still shine you’re still like a scented flower now trust me hold me once again so i can feel you hold me  without you i can’t breathe i’m nothing without you open my closed heart drench my heart so i can feel you hold me   your arms your warmth your heart i want to see it all i beg you this moment even the warm flower scented wind even the sky without a single cloud everything feels cold and i’m even scared of the clear sky if you’re not here i’m just a corpse so how can i breathe it hurts i’m always cry cry cry i’m going crazy exhausted without you i think of you without stopping i hate it all i hate every single day it makes me cry ring ding dong if there’s a chance i’ll catch you i’m running it’s starting count down i’m ready to be cut by your roselike embrace as i hold you again   i can only see you i can only see you alone look i’m fair with everyone else but you now i can’t live a day without you please   hold me tight hug me can you trust me can you trust me can you trust me pull me in tight hold me tight hug me can you trust me can you trust me please please please pull me in and hug me   your cold face tells me everything rather than words i can see a break up rising over me like a high tide i know it will soon be our last but i can’t let you go don’t talk don’t leave just quietly hold me girl   hold me tight hug me trust me trust me trust me hold me tight hug me can you trust me can you trust me please please please pull me in and hug me   you still shine you’re still like a scented flower now trust me hold me once again so i can feel you hold me  ,1
51,dope,   welcome first time with bts   ayo ladies  gentleman if you’re ready i’ll start yeah differently from the other guys with my style with my style   i worked all night everyday while you were out clubbing don’t be surprised listen every day i got a feel i got a feel   i’m kinda sick   were drenched drenched drenched in sweat in our practice room look my great great great dance moves prove it all all the weak loser whiny idiots they have nothing on me cuz im full of hope haha   ok were dope from head to toe over half of the day we drown in work even if our youth rots in the studio thanks to that were closer to success girls shout louder make it ring ring   i worked all night every day while you were playing in the club differently from other guys i don’t wanna say yes i don’t wanna say yes   make some noise all right till your body burns up all night  cause we got fire  higher  i gotta make it i gotta make it it’s sick   i reject rejection im always over the top everyone copies me dope dope dope dope i reject rejection you all work for me everyone copies me dope dope dope   given up on 3 given up on 5 i like the number 6 how about giving up on 6 the media and adults say we don’t have willpower condemning us like stocks why are they killing us before we can even try enemy enemy enemy why are you hanging your head and accepting it already energy energy energy don’t ever give up you know you not lonely our dawn is prettier than the day so can i get a little bit of hope yeah wake your sleeping youth go   i worked all night every day while you were playing in the club differently from other guys i don’t wanna say yes i don’t wanna say yes   make some noise all right till your body burns up all night all night cause we got fire fire higher higher i gotta make it i gotta make it it’s sick   i reject rejection i was always too much everyone follow me it’s sick  reject rejection youre all my slaves everyone follow me it’s sick   this kind of thing is bts style different from those lying wack jobs every day is hustle life i gotta make it fire baby  this kind of thing is bts style different from those lying wack jobs every day is hustle life i gotta make it i gotta make it i’m kinda awesome   say what  say wo wo say what dope  ,1
52,moving-on,   ayo suga i remember how we came here three years ago when you and i used to fight all the time the wallpaper bathroom and veranda were all blue back then i thought this was a big place but my ambition grew too big that big house became too small now when the nine trainees shared a 17pyung house seems like it was just yesterday we grew up a lot good things were always other people’s things we were always hoarse from an uncertain future and worries seeing all the senior artists at the end of the year awards let’s not forget those things but put them away this place smells like us let’s not forget this scent wherever we are we cried a lot and laughed a lot but it was so beautiful nonhyeondong 3rd floor thank you   let’s move goodbye to this place that we grew attached to let’s move now to a higher place while taking the last box out of the empty room i looked back for a moment times we cried and laughed goodbye now   three years felt so short but so long a lot of things happened there were many memories i remember now that we’re about to leave traces of being used like bank accounts and credit cards as much as the place was small we were bound together tighter fight right here hitting each other sometimes maybe that’s why but we have good feelings and bad feelings of love too even the dust will be cleared now there’s more stuff than the beginning i have more than when i started too now let’s take our pride and go toward a bigger world with a bigger dream a new start a new beginning excited to see how it will become move the boxes hold your place wipe the dust after you’re done let’s get a bowl of black bean noodles that’s right   let’s move goodbye to this place that we grew attached to let’s move now to a higher place while taking the last box out of the empty room i looked back for a moment times we cried and laughed goodbye now   ever since i was born i counted the days for my first move i remember why i had to move the machine in my mom’s heart and the big scar in winter of 2010 at daegu the childish me used to measure the size of the world the reason why we moved into a business was because of all the bad things people said saying we follow money so moving left many things with me whether i liked it or not it changed a lot in my life my life was about paying rent i know i lived with my pride put into the down payment so i’m gonna move again i’m gonna have a dream a level higher than being an idol when will i stop having to move again i hope it comes quickly   let’s move goodbye to this place that we grew attached to let’s move now to a higher place while taking the last box out of the empty room i looked back for a moment times we cried and laughed goodbye now   let’s move goodbye to this place that we grew attached to let’s move now to a higher place while taking the last box out of the empty room i looked back for a moment times we cried and laughed goodbye now   everyone’s afraid of changes staying moving on staying moving on we keep repeating the same things again and again i guess that’s life i’m afraid old or new new or old that isn’t really important what’s important is that we still breathe and live in the same place so let’s move on  ,1
53,we-on,   hey swag swag  whatever they say i’m here for my music here for my music hhere for my music whatever my haters say i’m real for my music real for my music rreal for my music   runch randa and rapmon are both part of me the envy of the aspiring rappers my age you guys only see what you want to see anyway you foolish and young’ins with short educations like capri pants when you rap about love and affection i rap about big things those smackcracker dolls who are filled with inferiority complexes talk smack about my sunglasses my hairstyle my name it’s sad comedy of losers in reality my rap smothers you making you suffocate headscratching kids who say they hate the busy world of kpop pretending to be someone they’re not i know you suck suck damn fan the public manias yeah i’m makin’ em mine big hit and bangtan boys yeah i’m makin’ em shine hooligans who will bring the value of our name i’ve never wanted a holeinone yeah bitch i wanna be the one not number one but the only one swag   i don’t know you and you don’t know me so please shut up don’t worry about me i’m better than you and will continue to be so where are all the friends who looked down on my since before we on this isn’t a joke i’ll show you i promise ya we on  i’ll show you i promise ya we on  i’ll show you i promise ya we on   whatever they say i’m here for my music here for my music hhere for my music whatever my haters say i’m real for my music real for my music rreal for my music   oh oh my haters talk more smack about me keyboard warriors make some more effort yes look down on me like that it’s my hobby to prove you wrong uh my skills become a controversy it’s too early to draw a conclusion i’m killa jack the ripper i’ll pierce you with my sharp tongue i’m illa even if i’m lazy i’m busier than you hit home the haters who looked down on me before my debut you were filled with hiphop pride but now you’re beneath me look carefully i’m in the majors jealous hey chaser i think it’s too much for you to follow just stay there these lyrics i wrote myself is a handlib i graduated from being a trainee celebrate i’m a rap blackbelt you’re just a green belt there’s no growth hey guys feel more inferior   i don’t know you and you don’t know me so please shut up don’t worry about me i’m better than you and will continue to be so where are all the friends who looked down on my since before we on this isn’t a joke i’ll show you i promise ya we on  i’ll show you i promise ya we on  i’ll show you i promise ya we on   2 cool 4 skool promotions received standing ovations this is for all the kids who smirked at us “congratulations” yeah right you’re just saying that for connections if so your senses have rot cut them out uh now our level has changed he knows and she knows everyone’s number one interest it’s too early to be awed look out for my future i’ll go toward the path of my success as much as you looked down on me   i don’t know you and you don’t know me so please shut up don’t worry about me i’m better than you and will continue to be so where are all the friends who looked down on my since before we on this isn’t a joke i’ll show you i promise ya we on  i’ll show you i promise ya we on  i’ll show you i promise ya we on   whatever they say i’m here for my music here for my music hhere for my music whatever my haters say i’m real for my music real for my music rreal for my music  ,1
54,if-i-ruled-the-world,   if i ruled the world i’d do it all  if i ruled the world i’d do it all    if i ruled the world i’d have it all all guys probably feel the same when it comes to pretty girls there’s no racism european asian caucasian girls  call rick owens ann demeulemeester alexander wang and shane oliver i’ll make them make the kim namjoon collection forever the color of the clothes would be black now i’m finally pleased music turn it up i’d pick my nose out of boredom so i’ll make a song and make everyone on earth sing it the title of the song would be “ae gu ga” i’ll be buried under pretty girls as i watch tv all girls of the world would want me ready to die boys bring me alcohol or you can just disappear anyway this is my kingdom   if i ruled the world i’d do it all  i said 1 for the money 2 for the money if i ruled the world i’d do it all  i said 1 for the money 2 for the money  everybody say heoeohoh everybody say heoeohoh everybody say hey ho heyheyho i know it’s ridiculous but i’m singing this childish song   if i ruled the world sometimes i dream if i ruled the world first i’ll hire a real estate agent and buy a house to live in with my family yes next i’ll awaken my savings and buy a fourwheel drive put in some gas even if it’s too much i’ll get it with zerointerest discount stocks and gambling i don’t wanna do things like that i rule the world so why would i dream small don’t ask me that because i still want to do music with my bts family i will become the kim jungun of the hiphop world and put a ban on everything but our music i know it’s an unreasonable dream but it’s my dream don’t make fun of me   if i ruled the world i’d do it all  i said 1 for the money 2 for the money if i ruled the world i’d do it all  i said 1 for the money 2 for the money  everybody say heoeohoh everybody say heoeohoh everybody say hey ho heyheyho i know it’s ridiculous but i’m singing this childish song   oh girl where oh god here all the girls of the world are in hope world lined up even if i lightly spend all the money i want money is put into the goalpost called my wallet i’ll fearlessly walk around the stage even if i don’t run my mileage would still build up i will soon gift myself with these dreams i’ll shout with the name of bts if i ruled the world   if i ruled the world i’d do it all  i said 1 for the money 2 for the money if i ruled the world i’d do it all  i said 1 for the money 2 for the money  everybody say heoeohoh everybody say heoeohoh everybody say hey ho heyheyho   i know it’s ridiculous but i’m singing this childish song  ,1
55,coffee,   baby baby you’re a caramel macchiato your scent is still sweet on my lips baby baby tonight yeah   girl i debuted that’s enough right i made a bet with the world on how much i’d succeed my halfmoon eye smile that i only showed you i’m doing it again these days my fans are curious oh and i don’t drink macchiatos you know that i started drinking americanos because of you when we dated i wondered what kind of taste this was but this cold and bitter aftertaste makes sense now that you’re not here girl if i’m gonna get used to everything like this i would choose the fullofregrets playing with fire our heartless promises countless mistakes and other wrongs our unspeakable and small wounds the glass filled with memories is more bitter as i drink it but i think i know why i keep drinking it why am i getting so sad that everyone lives this way oh oh oh   baby baby you’re a caramel macchiato your scent is still sweet on my lips baby baby tonight yeah yeah yeah  baby baby you were warmer than the scent of a cafe latte do you remember that feeling baby baby tonight yeah   baby tonight have a good night our first text and phone call that was filled with awkward moments our highly anticipated first date why did i bite my nails why was i so nervous as time went by we naturally developed into lovers with those kinds of words we checked each other’s feelings our first date was sweet like a caramel macchiato wherever we went we wanted to go together but as time went by those feelings went down like dripping down espresso uh my insides ache for no reason uh we used to be so good breaking up was like a bitter americano my memories still go to that cafe   baby baby you’re a caramel macchiato your scent is still sweet on my lips baby baby tonight yeah  baby baby you were warmer than the scent of a cafe latte do you remember that feeling baby baby tonight   1234 the days when i used to be intoxicated with your scent all day i remember we chose to break up after promising our futures together as i drink this minty coffee that you used to like i think of you rewind a lot of time passed and these days i sometimes miss you i wonder why   baby baby you’re a caramel macchiato your scent is still sweet on my lips baby baby tonight  baby baby you were warmer than the scent of a cafe latte do you remember that feeling baby baby tonight  ,1
56,intro-the-most-beautiful-moment-in-life,     the rim looks farther away today sighs are building on top of the court the boy is afraid of reality but his heart is at peace only when he throws the ball throwing the ball by himself what i’m shooting at the rim are my countless thoughts and worries i pretend to know the world but my body is still not ready shoot the court is my playground with my movements a small ball bounces next to my feet the results are as low as the floor but i just shout out loud to the world that everything’s gonna be alright but the world gives me fear then just stop thoughts fill my head and instead of the ball i throw my future because of the other’s standard of success my worries spread like cancer again god damn it  along with the thrown ball laughter starts to spread my breath rises to my chin my dreams squirm about the dribbles get faster my heart gets happier this moment feels like it’ll last forever but the sun is setting when the night comes again reality gets destroyed when i snap out of it i’m just a scared idiot again i keep getting scared at the looming sense of reality others are running ahead but why am i still here  breathe or dream row the oars along with your heartbeat if you are trapped in the other’s thin judgements then the sun will set on your life like a court  what am i doin’ with my life this moment won’t ever come again i’m asking myself again am i happy right now the answer is already there i’m happy    ,1
57,danger,   you’re in danger you’re in danger you’re in danger you’re in danger   you treat me like this everyday you only care about yourself like you are just you i am just i that’s your kind of formula does your phone work right really am i really your boy friend i’m sick of this why are you holding back your expression of love like you put off your homework is it like a business relationship for you or do you hate me or what dont dont dig it dont dont please be more affectionate i pray for it again today   we are like parallel lines we are so different though we both are looking at the same place you are the only one that i got inside but i feel like that i’m outside of you whenever i turn sulky you ask me “are you mad at me” have you ever really done something to me you are a sweetie but i’m just a poor boy i wish the miracle would happen that you love more than i do   you don’t have me inside but i’m full of you it drives me crazy but why are you doing this to me why are you making a fool of me now i’m warning you don’t get me twisted   are you fucking kidding me what am i to you am i easy to you are you playing with me you are in danger now why are you testing me why are you testing me don’t get me twisted   are you fucking kidding me what am i to you am i easy to you are you playing with me you are in danger now why are you testing me why are you testing me don’t get me twisted   you hurt me so you hurt me so you hurt me so don’t get me twisted you are too bad to me you are too bad to me you are too bad to me don’t get me twisted   contact absence unlock wanted i’m searching for your real intention you always send me just 1 or 2 line of text messages and that’s it was this really love i’ve wanted and dreamed where is the love story filled with ups and downs get soap opera heroes and heroines out of my way i am tearing my hair out like hundreds of times you are so calm and feel no guilty and you kick my ass   what am i what am i what am i to you i always heard your news not from yourself but from your friends want you want you uh i want you you are trickster you are a criminal who shook my heart i had already wasted my heart even before it started to burn my oneway proposes are waste of time if i was not a lover but just a friend to you maybe you would feel more comfortable i’m such a love loser   you don’t have me inside but i’m full of you it drives me crazy but why are you doing this to me why are you making a fool of me now i’m warning you don’t get me twisted   are you fucking kidding me what am i to you am i easy to you are you playing with me you are in danger now why are you testing me why are you testing me don’t get me twisted   are you fucking kidding me what am i to you am i easy to you are you playing with me you are in danger now why are you testing me why are you testing me don’t get me twisted   you hurt me so you hurt me so you hurt me so don’t get me twisted you are too bad to me you are too bad to me you are too bad to me don’t get me twisted  ,1
58,let-me-know,   on top of this ending tune i am standing here alone now tell me that it’s over let me know   suddenly rain wells up in my eyes you well up i see you even when i breathe love blooms like cherry blossoms but burns and becomes ashes hey girl i know the conclusion you made by yourself your hand your body your body heat that was hotter than the equator i’m still here on repeat on top of the disappeared tune i’m turning by myself on top of this music that has ended   on top of this ending tune i am standing here alone now tell me that it’s over let me know   girl let me know girl let me know although i already know everything is over just so no regrets are left behind  girl let me know girl let me know girl let me know tell me something  i just wanna know i just wanna know my lingering feelings are trying to withstand the end so please tell me something girl let me know   the promises we made disappeared with the time we spent together the dominos have fallen with our breakup like juliet and romeo did i like you too much the heat between me and you won’t cool down now i look back at the film with you too early to do anything by thinking of you you took away my stars at night my sun at day only leaving me with the darkness of a single cold cloud if there are hellos then there’s bound to be goodbyes never ever i don’t care about that i don’t want to stick to that i’ll turn away hypnotizing myself   on top of this ending tune i am standing here alone now tell me that it’s over let me know   girl let me know girl let me know although i already know everything is over although you’re over me  girl let me know girl let me know girl let me know tell me something  i just wanna know i just wanna know my lingering feelings are trying to withstand the end so please tell me something girl let me know   maybe we’re all just a bunch of fools everyone lives with a love that has come to an end it’s not that i still have feelings for you i know we can’t work out but why does it feel like i’m having indigestion as if my insides will explode cries come up my throat making me throw up in my imagination i fight with you make up with you and understand you your hand gestures your eyes they are faded but not gone why won’t it go away why won’t it go away why won’t it go away   girl let me know girl let me know although i already know everything is over although you’re over me  girl let me know girl let me know girl let me know tell me something  i just wanna know i just wanna know my lingering feelings are trying to withstand the end so please tell me something girl let me know   let me know  ,1
59,rain,   the racing cars the squirming umbrellas all over the place it’s cloudy and the air is clear   with a light gray background why am i standing here i don’t know if i have a lot of thoughts or no thoughts at all  i wake up when it’s just about to get bright outside i brush back my hair when my exhausted hands the memopad with the song i couldn’t complete last night i’ll finish it today as i shut my eyes and let out a sigh what excuse can i give i try to make something up it’s unfinished anyway so i’ll just make anything up then i turned my eyes to the window and everything looks gray gray city gray buildings gray roads gray rain everything in this world is slow my younger sibling who woke up keeps talking back i keep opening and closing the innocent refrigerator with the unknown empty feeling that washes over me i think that i should just go outside without even an umbrella i can clearly hear the rain hitting the earth i smile it’s the best background music like a crazy guy i start to hum i wonder what time it is  the thick color of a rainy day in seoul i still can’t fall asleep as i fade away the rain stops and the reflection in the puddle i see myself looking more miserable today  it’s a rainy night the rain knocks on my window it hits my heart with my sore shoulders i look at my phone and see a text “how are you these days” my friend’s text gets my emotions going as i inhale the scent of the wet rain i stretch and go to the bathroom then i greet myself half asleep in the mirror i have no one to meet but i take a longer shower than usual rain is still falling outside the house i have no where to go but i take my umbrella and walk outside without a plan as if the rain wants its existence to be known my shoes get dirty am i someone who engraved my existence to you like the rain if not am i just someone who came and went like a rain shower  the thick color of a rainy day in seoul i still can’t fall asleep as i fade away the rain stops and the reflection in the puddle i see myself looking more miserable today  i get up and when i feel sore i look out the window as if it knows how my body feels the rain is falling as i look at the raindrops welling up in the window i felt it the tears that were flowing down my heart with that strange feeling i look outside and it looks like my situation the rain that falls like a melody makes everything seem andante i get ready and leave opening the umbrella that was as wrinkled as my face as i walk the moment i heard the rain i wondered who this rain was falling for a sound that hits against the lonely gray cement come slow down  the thick color of a rainy day in seoul i still can’t fall asleep as i fade away the rain stops and the reflection in the puddle i see myself looking more miserable today  even when this rain stops when the clouds go away i stand here just the same without saying anything looking at the world there a not so beautiful me is looking at myself  in this rain in this rain  ,1
60,could-you-turn-off-your-cell-phone,  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  you use your phone to even tell me you’re going to the bathroom you give me a slight smile as if you think you’re smart it’s not funny at all i’ve seen you for the first time in months why are you pretending to be popular did you win the lottery or something  what do you mean the lotto snap out of it i switched to a new phone friend it’s the information age as you know half the population of korea are part of the smart 21st century talking face to face is an old story now  you haven’t seen each other for a while and you’re fighting again phone let’s just eat first that’s the most uslike thing to do do you even have a girlfriend what a waste of your new phone i don’t want to be like young soo who went to the army please work your magic where do you wanna go i wanna go there they say this is the hottest spot what should we do after we eat let’s not go to the pc cafe but hey when a person is talking…  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  push to unlock push to unlock i hate your  i hate your  push to unlock push to unlock push your  push your   are you eating with your eyes like girls do stop taking pictures i’m losing my appetite you’re busy updating again on facebook or twitter life is 3d twitter at me at my face  you twitter and tap tap as you cough cough food is spitting out of your mouth as you’re on your phone do i need to hit you for you to snap out of it when you’re out of battery do you think we’ll be charged  could you turn off your cell phone or put it in your pocket everyone says it’s smart and the times have gotten better but we’re rushing twice as much sometimes i miss the times when people talked face to face communication increased but between us is a noisy silence  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  i don’t need message or selfies i didn’t come to see your phone or food but i came to see you this isn’t right we’re closer than that we were happy just by laughing  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  push to unlock push to unlock i hate your  i hate your  push to unlock push to unlock push your  push your   ,1
